label,method,origin_count,origin_stability,origin_radii,baseline_nests,edge
positive_infinity_006_hopf_1,double_full_return,3,USU,"[0.17886328176810473, 5.10156763442561, 10.011058210528065]","[{""pt"": [-3.007639570959856, 4.5057369458397005], ""tr"": 1.2505485479541472, ""roots"": [], ""stab"": [], ""k"": 77, ""redge"": 223430.14548522528}, {""pt"": [0.0, -0.0], ""tr"": -8.680712491420512e-05, ""roots"": [0.277272284523134, 9.181997017602711, 19.43828783880247], ""stab"": [""U"", ""S"", ""U""], ""k"": 71, ""redge"": 49321.32925304864}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 10.182006835937424, ""u_valid"": 10.181982421874924, ""r_valid"": 26422.796541154872, ""D"": 40.99935280994809, ""sign"": 1}"
positive_infinity_006_hopf_0.1,double_full_return,3,USU,"[0.05013577394475571, 5.853940168239666, 9.030069451677406]","[{""pt"": [-3.0076496214620527, 4.505744502814786], ""tr"": 1.2506077462133671, ""roots"": [], ""stab"": [], ""k"": 77, ""redge"": 222994.18436419498}, {""pt"": [0.0, -0.0], ""tr"": -8.680712491420512e-06, ""roots"": [0.07943983955226135, 11.789917546552921, 15.13855379042673], ""stab"": [""U"", ""S"", ""U""], ""k"": 71, ""redge"": 49273.18740303863}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 10.180590820312425, ""u_valid"": 10.180566406249925, ""r_valid"": 26385.40792607533, ""D"": 41.260323544086994, ""sign"": 1}"
negative_005_fold,double_full_return,0,,[],"[{""pt"": [-3.5480791880349227, 4.940531669376838], ""tr"": -0.7830129005623272, ""roots"": [906407.9150111552], ""stab"": [""U""], ""k"": 106, ""redge"": 266748022.1552405}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -24.071256807593365, ""sign"": -1}"
negative_005_pair,double_full_return,2,US,"[5.382890606684318, 8.017782690059013]","[{""pt"": [-3.550850772224564, 4.942876840894944], ""tr"": -0.7920113049744364, ""roots"": [906407.9150111552], ""stab"": [""U""], ""k"": 105, ""redge"": 247667154.44762272}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -24.14145652635394, ""sign"": -1}"
positive_infinity_007_fold,double_full_return,0,,[],"[{""pt"": [-2.7705481861475483, 4.335345014510549], ""tr"": 2.3475088264703814, ""roots"": [], ""stab"": [], ""k"": 38, ""redge"": 10.882615372235694}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 61, ""redge"": 3604.365292163129}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 7.537084960937433, ""u_valid"": 7.537060546874932, ""r_valid"": 1876.306595922096, ""D"": 36.93351341786313, ""sign"": 1}"
negative_005_hopf_1,double_full_return,3,SUS,"[0.17397189504876756, 4.766362569343432, 8.745284767511679]","[{""pt"": [-3.550855838170636, 4.942881128285484], ""tr"": -0.79197857845804, ""roots"": [906407.9150111552], ""stab"": [""U""], ""k"": 105, ""redge"": 247667154.44762272}, {""pt"": [0.0, -0.0], ""tr"": 4.1754620866867765e-05, ""roots"": [0.277272284523134, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -24.14117436812937, ""sign"": -1}"
positive_infinity_007_pair,double_full_return,2,SU,"[6.718472828396622, 10.01755214305384]","[{""pt"": [-2.766735184450266, 4.332750968140655], ""tr"": 2.3653964313548412, ""roots"": [], ""stab"": [], ""k"": 38, ""redge"": 10.435092537872388}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [11.789917546552921, 19.43828783880247], ""stab"": [""S"", ""U""], ""k"": 61, ""redge"": 3534.6505566720157}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 7.51750488281243, ""u_valid"": 7.51748046874993, ""r_valid"": 1839.9256988905126, ""D"": 30.481584351373243, ""sign"": 1}"
positive_infinity_007_hopf_1,double_full_return,3,USU,"[0.18651541168764113, 5.533862857904628, 11.68612758967625]","[{""pt"": [-2.766708174053497, 4.332732611301456], ""tr"": 2.3652461336837973, ""roots"": [], ""stab"": [], ""k"": 38, ""redge"": 10.435092537872388}, {""pt"": [0.0, -0.0], ""tr"": -0.00020448730742621417, ""roots"": [0.3560246606707792, 9.181997017602711, 24.9592556419146], ""stab"": [""U"", ""S"", ""U""], ""k"": 61, ""redge"": 3551.951797576479}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 7.521752929687432, ""u_valid"": 7.5217285156249325, ""r_valid"": 1847.7584145986323, ""D"": 30.07186379877744, ""sign"": 1}"
positive_infinity_007_hopf_0.1,double_full_return,3,USU,"[0.05177103672157774, 6.553060853949452, 10.231357366636066]","[{""pt"": [-2.766732483420976, 4.332749132451887], ""tr"": 2.3653814015284667, ""roots"": [], ""stab"": [], ""k"": 38, ""redge"": 10.435092537872388}, {""pt"": [0.0, -0.0], ""tr"": -2.044873074262142e-05, ""roots"": [0.10200277308269971, 11.789917546552921, 19.43828783880247], ""stab"": [""U"", ""S"", ""U""], ""k"": 61, ""redge"": 3538.1040498577763}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 7.517944335937431, ""u_valid"": 7.517919921874931, ""r_valid"": 1840.7344376770375, ""D"": 42.27540170688275, ""sign"": 1}"
negative_005_hopf_0.1,double_full_return,3,SUS,"[0.049267601045340254, 5.307391950267543, 8.10453033103823]","[{""pt"": [-3.550851278819405, 4.9428772696340575], ""tr"": -0.7920080323236096, ""roots"": [906407.9150111552], ""stab"": [""U""], ""k"": 105, ""redge"": 247667154.44762272}, {""pt"": [0.0, -0.0], ""tr"": 4.175462086686777e-06, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -24.141428310516794, ""sign"": -1}"
positive_infinity_008_fold,double_full_return,0,,[],"[{""pt"": [-2.6000615919522243, 4.225037533522015], ""tr"": 3.2928027710834815, ""roots"": [], ""stab"": [], ""k"": 31, ""redge"": 2.153403058085099}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 57, ""redge"": 1419.78445386089}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.582202148437437, ""u_valid"": 6.582177734374937, ""r_valid"": 722.1101823445339, ""D"": 22.3627790803121, ""sign"": 1}"
positive_infinity_008_pair,double_full_return,2,SU,"[7.884648613390369, 11.764820969347095]","[{""pt"": [-2.5966547995565117, 4.222964256226645], ""tr"": 3.311602015564886, ""roots"": [], ""stab"": [], ""k"": 31, ""redge"": 2.1014663143909544}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [15.13855379042673, 24.9592556419146], ""stab"": [""S"", ""U""], ""k"": 57, ""redge"": 1411.4897290096458}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.575122070312437, ""u_valid"": 6.5750976562499375, ""r_valid"": 717.0156419918968, ""D"": 22.660860345023618, ""sign"": 1}"
negative_006_fold,double_full_return,0,,[],"[{""pt"": [-3.87384230672473, 5.2218085112934425], ""tr"": -1.848016678293389, ""roots"": [122668.97190594225], ""stab"": [""U""], ""k"": 84, ""redge"": 1185647.2767353456}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -29.188047866397163, ""sign"": -1}"
positive_infinity_008_hopf_1,double_full_return,3,USU,"[0.19746156421129266, 6.156691739368431, 14.487419844411487]","[{""pt"": [-2.596606038256794, 4.222934622790909], ""tr"": 3.311343426715191, ""roots"": [], ""stab"": [], ""k"": 31, ""redge"": 2.1014663143909544}, {""pt"": [0.0, -0.0], ""tr"": -0.000363618729834956, ""roots"": [0.3560246606707792, 11.789917546552921, 24.9592556419146], ""stab"": [""U"", ""S"", ""U""], ""k"": 57, ""redge"": 1425.3413330976075}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.585205078124938, ""u_valid"": 6.585180664062438, ""r_valid"": 724.2818875558078, ""D"": 26.443723302757785, ""sign"": 1}"
positive_infinity_008_hopf_0.1,double_full_return,3,USU,"[0.05415159332521997, 7.620588906790863, 12.12759543315631]","[{""pt"": [-2.5966499234626634, 4.2229612928524505], ""tr"": 3.3115761564251045, ""roots"": [], ""stab"": [], ""k"": 31, ""redge"": 2.1014663143909544}, {""pt"": [0.0, -0.0], ""tr"": -3.63618729834956e-05, ""roots"": [0.10200277308269971, 15.13855379042673, 24.9592556419146], ""stab"": [""U"", ""S"", ""U""], ""k"": 57, ""redge"": 1412.8688102180286}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.576123046874938, ""u_valid"": 6.576098632812437, ""r_valid"": 717.7337171727329, ""D"": 21.96634881938072, ""sign"": 1}"
negative_006_pair,double_full_return,2,US,"[5.284004629259602, 7.871330538620414]","[{""pt"": [-3.881151507614824, 5.228234955797616], ""tr"": -1.8700397003735674, ""roots"": [122668.97190594225], ""stab"": [""U""], ""k"": 84, ""redge"": 1121452.576216842}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -29.24146224564058, ""sign"": -1}"
negative_006_hopf_1,double_full_return,3,SUS,"[0.17435486877316014, 4.725413002733436, 8.510797608908552]","[{""pt"": [-3.881162029756255, 5.228244210373705], ""tr"": -1.869968939513062, ""roots"": [122668.97190594225], ""stab"": [""U""], ""k"": 84, ""redge"": 1121452.576216842}, {""pt"": [0.0, -0.0], ""tr"": 8.94096877773473e-05, ""roots"": [0.277272284523134, 7.150946467468296, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -29.241191375351796, ""sign"": -1}"
negative_006_hopf_0.1,double_full_return,3,SUS,"[0.04951941730307038, 5.216888220354333, 7.946682687151836]","[{""pt"": [-3.8811525598298084, 5.228235881255547], ""tr"": -1.870032624290162, ""roots"": [122668.97190594225], ""stab"": [""U""], ""k"": 84, ""redge"": 1121452.576216842}, {""pt"": [0.0, -0.0], ""tr"": 8.940968777734731e-06, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -29.241435158431173, ""sign"": -1}"
positive_infinity_009_fold,double_full_return,0,,[],"[{""pt"": [-2.483648569480014, 4.157662632224318], ""tr"": 4.073525409380371, ""roots"": [], ""stab"": [], ""k"": 27, ""redge"": 0.8465852772572146}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 56, ""redge"": 967.263822040554}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.179443359374938, ""u_valid"": 6.179418945312438, ""r_valid"": 482.71139313167333, ""D"": 20.179606602390873, ""sign"": 1}"
positive_infinity_009_pair,double_full_return,2,SU,"[9.604012444095527, 14.339244675752225]","[{""pt"": [-2.481078701237054, 4.156262267893412], ""tr"": 4.090023588753379, ""roots"": [], ""stab"": [], ""k"": 27, ""redge"": 0.8318339258138616}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [19.43828783880247, 32.04831862582525], ""stab"": [""S"", ""U""], ""k"": 56, ""redge"": 969.1548553040051}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.180639648437438, ""u_valid"": 6.180615234374938, ""r_valid"": 483.28920103534955, ""D"": 20.83846302448959, ""sign"": 1}"
positive_infinity_009_hopf_1,double_full_return,3,USU,"[0.21086495421368381, 6.9701118295096665, 19.147533480389228]","[{""pt"": [-2.481001564317039, 4.156220297432387], ""tr"": 4.089629057430151, ""roots"": [], ""stab"": [], ""k"": 27, ""redge"": 0.8318339258138616}, {""pt"": [0.0, -0.0], ""tr"": -0.0005719769799851176, ""roots"": [0.3560246606707792, 15.13855379042673, 41.15085567766678], ""stab"": [""U"", ""S"", ""U""], ""k"": 56, ""redge"": 991.169288840529}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.203222656249938, ""u_valid"": 6.2031982421874385, ""r_valid"": 494.32749465722276, ""D"": 21.986603360527354, ""sign"": 1}"
positive_infinity_009_hopf_0.1,double_full_return,3,USU,"[0.057042273916285455, 9.152433116384952, 15.003784750834948]","[{""pt"": [-2.4810709876369117, 4.156258070732453], ""tr"": 4.0899841348342525, ""roots"": [], ""stab"": [], ""k"": 27, ""redge"": 0.8318339258138616}, {""pt"": [0.0, -0.0], ""tr"": -5.719769799851176e-05, ""roots"": [0.10200277308269971, 19.43828783880247, 32.04831862582525], ""stab"": [""U"", ""S"", ""U""], ""k"": 56, ""redge"": 971.0495856010078}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.182885742187439, ""u_valid"": 6.182861328124939, ""r_valid"": 484.37593388429315, ""D"": 19.93514980723677, ""sign"": 1}"
negative_007_fold,double_full_return,0,,[],"[{""pt"": [-4.134381145843678, 5.453423391655436], ""tr"": -2.6499331755806885, ""roots"": [57944.71938749432], ""stab"": [""U""], ""k"": 77, ""redge"": 207447.86747824427}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -30.844037821838683, ""sign"": -1}"
positive_infinity_010_fold,double_full_return,0,,[],"[{""pt"": [-2.351996744467728, 4.0916434959055], ""tr"": 5.229895716516206, ""roots"": [], ""stab"": [], ""k"": 23, ""redge"": 0.24951804818745074}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 55, ""redge"": 884.1507091035061}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.065600585937437, ""u_valid"": 6.065576171874937, ""r_valid"": 430.7708042054969, ""D"": 13.470145549093722, ""sign"": 1}"
negative_007_pair,double_full_return,2,US,"[5.264311162175984, 7.84320222688608]","[{""pt"": [-4.145443221221745, 5.463363440939329], ""tr"": -2.681827519077249, ""roots"": [57944.71938749432], ""stab"": [""U""], ""k"": 77, ""redge"": 198141.5411370989}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 11.789917546552921], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -30.887358697872948, ""sign"": -1}"
positive_infinity_010_pair,double_full_return,2,SU,"[15.805421717880433, 23.617448852096455]","[{""pt"": [-2.3508566072820813, 4.091127628358105], ""tr"": 5.23928130959398, ""roots"": [], ""stab"": [], ""k"": 23, ""redge"": 0.24709320780989547}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [32.04831862582525, 52.8387446085732], ""stab"": [""S"", ""U""], ""k"": 55, ""redge"": 894.5727978811767}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.076660156249938, ""u_valid"": 6.076635742187438, ""r_valid"": 435.56138626318983, ""D"": 15.284665363588104, ""sign"": 1}"
positive_infinity_010_hopf_1,double_full_return,3,USU,"[0.24064381332298854, 9.17723102840688, 43.048941757681675]","[{""pt"": [-2.3507032181069643, 4.091058306178435], ""tr"": 5.238527644718287, ""roots"": [], ""stab"": [], ""k"": 23, ""redge"": 0.24709320780989547}, {""pt"": [0.0, -0.0], ""tr"": -0.0011418189823357637, ""roots"": [0.45714471326890904, 19.43828783880247, 87.11636215324636], ""stab"": [""U"", ""S"", ""U""], ""k"": 56, ""redge"": 995.0486157526195}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.183374023437439, ""u_valid"": 6.183349609374939, ""r_valid"": 484.61250332227036, ""D"": 13.417469379151438, ""sign"": 1}"
positive_infinity_010_hopf_0.1,double_full_return,3,USU,"[0.0632514773353189, 14.274266970413635, 26.301626195005223]","[{""pt"": [-2.3508412687109437, 4.091120695437566], ""tr"": 5.239205939056297, ""roots"": [], ""stab"": [], ""k"": 23, ""redge"": 0.24709320780989547}, {""pt"": [0.0, -0.0], ""tr"": -0.00011418189823357637, ""roots"": [0.13097415321081862, 32.04831862582525, 52.8387446085732], ""stab"": [""U"", ""S"", ""U""], ""k"": 55, ""redge"": 903.3516561112004}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.087011718749936, ""u_valid"": 6.086987304687437, ""r_valid"": 440.09354416340994, ""D"": 14.956465848284928, ""sign"": 1}"
negative_007_hopf_1,double_full_return,3,SUS,"[0.17551355913124345, 4.732778107386803, 8.441030806040407]","[{""pt"": [-4.145457159677484, 5.463375970596064], ""tr"": -2.68173127685563, ""roots"": [57944.71938749432], ""stab"": [""U""], ""k"": 77, ""redge"": 198141.5411370989}, {""pt"": [0.0, -0.0], ""tr"": 0.0001210042256861384, ""roots"": [0.277272284523134, 7.150946467468296, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -30.88709211806387, ""sign"": -1}"
negative_007_hopf_0.1,double_full_return,3,SUS,"[0.04991983062187691, 5.201101973650622, 7.913187410565642]","[{""pt"": [-4.1454446150686035, 5.463364693905595], ""tr"": -2.681817894858886, ""roots"": [57944.71938749432], ""stab"": [""U""], ""k"": 77, ""redge"": 198141.5411370989}, {""pt"": [0.0, -0.0], ""tr"": 1.2100422568613841e-05, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -30.887332039611646, ""sign"": -1}"
positive_infinity_011_fold,double_full_return,0,,[],"[{""pt"": [-2.290656642115851, 4.065456048378263], ""tr"": 6.018797401935059, ""roots"": [], ""stab"": [], ""k"": 19, ""redge"": 0.10986130976812344}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 57, ""redge"": 1327.2674163605498}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.459252929687436, ""u_valid"": 6.459228515624936, ""r_valid"": 638.5682210815809, ""D"": 12.002120901602343, ""sign"": 1}"
positive_infinity_011_pair,double_full_return,2,SU,"[30.83849408103541, 46.10034958072872]","[{""pt"": [-2.2902602598847466, 4.065297693099443], ""tr"": 6.022711083250527, ""roots"": [], ""stab"": [], ""k"": 19, ""redge"": 0.10932618511139948}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [67.84629106328036, 87.11636215324636], ""stab"": [""S"", ""U""], ""k"": 57, ""redge"": 1349.4860510460467}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.4754394531249355, ""u_valid"": 6.475415039062435, ""r_valid"": 648.9885273119712, ""D"": 11.873542576071815, ""sign"": 1}"
positive_infinity_011_hopf_1,double_full_return,3,USU,"[0.26569501668488793, 12.338068211270487, 224.73958861910407]","[{""pt"": [-2.2900142388732587, 4.06519948091635], ""tr"": 6.021516766031412, ""roots"": [], ""stab"": [], ""k"": 19, ""redge"": 0.10932618511139948}, {""pt"": [0.0, -0.0], ""tr"": -0.0018497202910521193, ""roots"": [0.45714471326890904, 24.9592556419146, 501.3200507709558], ""stab"": [""U"", ""S"", ""U""], ""k"": 59, ""redge"": 2472.4079814955217}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 7.081249999999935, ""u_valid"": 7.081225585937435, ""r_valid"": 1189.4253685846202, ""D"": 12.050921312536058, ""sign"": 1}"
positive_infinity_011_hopf_0.1,double_full_return,3,USU,"[0.06817068307127984, 24.642103007674663, 60.8755313569713]","[{""pt"": [-2.2902356586043946, 4.065287869672306], ""tr"": 6.022591639582494, ""roots"": [], ""stab"": [], ""k"": 19, ""redge"": 0.10932618511139948}, {""pt"": [0.0, -0.0], ""tr"": -0.00018497202910521194, ""roots"": [0.13097415321081862, 52.8387446085732, 111.85962321414235], ""stab"": [""U"", ""S"", ""U""], ""k"": 57, ""redge"": 1417.0141436112037}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 6.524511718749936, ""u_valid"": 6.524487304687437, ""r_valid"": 681.6302154335683, ""D"": 11.498404414645705, ""sign"": 1}"
negative_008_fold,double_full_return,0,,[],"[{""pt"": [-5.0514963769553995, 6.298318762306136], ""tr"": -5.267456767417705, ""roots"": [12929.214516687434], ""stab"": [""U""], ""k"": 68, ""redge"": 18811.896119537232}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -33.10257860645651, ""sign"": -1}"
negative_008_pair,double_full_return,2,US,"[5.3963815999273645, 8.04483660319101]","[{""pt"": [-5.075077655026297, 6.320471751692548], ""tr"": -5.3293500382876005, ""roots"": [12929.214516687434], ""stab"": [""U""], ""k"": 67, ""redge"": 18340.263184692223}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 11.789917546552921], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -33.12575471620422, ""sign"": -1}"
negative_008_hopf_1,double_full_return,3,SUS,"[0.1825361384798809, 4.898748006362627, 8.583640500303463]","[{""pt"": [-5.075100730721846, 6.32049343781767], ""tr"": -5.329179698940913, ""roots"": [12929.214516687434], ""stab"": [""U""], ""k"": 67, ""redge"": 18340.263184692223}, {""pt"": [0.0, -0.0], ""tr"": 0.00021240790044274702, ""roots"": [0.277272284523134, 7.150946467468296, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -33.125484298948734, ""sign"": -1}"
positive_infinity_012_fold,double_full_return,0,,[],"[{""pt"": [-2.2610408468626835, 4.054036571376983], ""tr"": 6.596405622243908, ""roots"": [], ""stab"": [], ""k"": 17, ""redge"": 0.059381597679844494}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 61, ""redge"": 3317.2558154804424}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 7.368872070312435, ""u_valid"": 7.368847656249935, ""r_valid"": 1585.8053368787535, ""D"": 14.541280746742155, ""sign"": 1}"
positive_infinity_012_pair,double_full_return,2,SU,"[83.66248949872364, 125.10474730865033]","[{""pt"": [-2.2609511473740858, 4.054003282726423], ""tr"": 6.597420317997994, ""roots"": [], ""stab"": [], ""k"": 17, ""redge"": 0.05926573118458329}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [184.42534012565832, 236.80682420262687], ""stab"": [""S"", ""U""], ""k"": 61, ""redge"": 3379.3810351690004}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 7.388110351562435, ""u_valid"": 7.388085937499935, ""r_valid"": 1616.6088593159038, ""D"": 10.306121389290851, ""sign"": 1}"
positive_infinity_012_hopf_1,double_full_return,2,US,"[0.257878477778889, 18.238443285376643]","[{""pt"": [-2.26065126439639, 4.053892050521972], ""tr"": 6.595961389522799, ""roots"": [], ""stab"": [], ""k"": 17, ""redge"": 0.05926573118458329}, {""pt"": [0.0, -0.0], ""tr"": -0.002276871960969347, ""roots"": [0.45714471326890904, 41.15085567766678], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -33.35344956587776, ""sign"": -1}"
negative_008_hopf_0.1,double_full_return,3,SUS,"[0.05200801966499298, 5.33835219661081, 8.107130134218838]","[{""pt"": [-5.075079962598128, 6.32047392030649], ""tr"": -5.329333004358876, ""roots"": [12929.214516687434], ""stab"": [""U""], ""k"": 67, ""redge"": 18340.263184692223}, {""pt"": [0.0, -0.0], ""tr"": 2.1240790044274705e-05, ""roots"": [0.07943983955226135, 9.181997017602711, 11.789917546552921], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -33.125727673925475, ""sign"": -1}"
positive_infinity_012_hopf_0.1,double_full_return,3,USU,"[0.06632044314363333, 50.453343127240366, 308.144682867307]","[{""pt"": [-2.260921160199264, 4.053992155884649], ""tr"": 6.5972744060582915, ""roots"": [], ""stab"": [], ""k"": 17, ""redge"": 0.05926573118458329}, {""pt"": [0.0, -0.0], ""tr"": -0.0002276871960969347, ""roots"": [0.13097415321081862, 111.85962321414235, 643.7076870850963], ""stab"": [""U"", ""S"", ""U""], ""k"": 62, ""redge"": 4637.144730570254}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 7.703857421874932, ""u_valid"": 7.703833007812431, ""r_valid"": 2216.8288502074183, ""D"": 11.992022246628935, ""sign"": 1}"
negative_009_fold,double_full_return,0,,[],"[{""pt"": [-5.9819308960648545, 7.1826562816357145], ""tr"": -7.747687812815044, ""roots"": [6107.328490896728], ""stab"": [""U""], ""k"": 64, ""redge"": 7849.626919885869}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -33.91220196345315, ""sign"": -1}"
positive_infinity_013_fold,double_full_return,0,,[],"[{""pt"": [-2.2523292320769626, 4.050841296146187], ""tr"": 6.839674821762501, ""roots"": [], ""stab"": [], ""k"": 16, ""redge"": 0.04552945025831408}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 64, ""redge"": 7468.254598588255}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 8.17910156249993, ""u_valid"": 8.17907714843743, ""r_valid"": 3565.5626569717606, ""D"": 11.449174426256088, ""sign"": 1}"
